Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Dani Parejo,VIL,LIGA,M,36,3119,36,0,8,5,0,0,3,4,1,2,2,27,9,45,112,42,43,7,19,20,8,65,40,32,60,2407,2668,7,24,226,37,186,0,3,7,1,0,20,8,3,0,0,21,0,3187,31,696,136,1472,3,182,0,399,277,0,0,0,0,25,10,94,63,8,6,3,1,43,5,0,0,0,0,0,0,0,18,18,0,177,1,0,0,0,0,49
Jan Bednarek,SOU,EPL,D,36,3101,36,0,3,5,0,1,1,1,0,0,1,10,6,83,0,0,5,1,4,0,27,37,19,30,13,1706,2069,0,97,205,5,150,0,0,9,6,1,1,0,0,0,0,5,1,2515,17,98,113,415,0,16,1,398,202,0,0,0,0,0,0,0,0,3,0,0,0,59,9,0,0,0,0,1,0,0,132,132,0,82,0,0,0,0,0,6
Kike,EIB,LIGA,F,37,3101,36,1,18,2,1,1,12,2,0,2,0,87,34,7,47,6,26,2,24,0,1,24,18,68,92,566,831,6,187,128,36,337,0,0,70,26,10,17,8,2,0,0,64,0,1519,148,281,355,435,1,58,0,538,10,0,0,0,0,0,0,0,0,13,1,1,0,49,3,0,0,0,0,0,0,0,28,28,0,20,0,0,15,8,8,54
Aurelien Tchouameni,ASM,FRAN,M,36,3071,36,0,9,7,1,1,2,3,1,2,1,53,11,60,29,2,17,5,14,0,11,127,68,57,62,1512,1826,2,85,257,22,292,0,0,29,6,2,24,5,0,0,0,31,0,2457,56,316,183,755,4,70,0,439,149,0,0,0,0,0,0,1,1,14,0,0,0,39,12,0,0,0,0,0,0,0,43,43,0,92,1,0,1,5,1,35
Ezri Konsa,AVL,EPL,D,36,3195,35,1,0,3,0,0,2,0,0,0,0,22,7,29,3,0,2,0,2,0,47,25,13,19,54,1090,1287,0,96,156,6,178,1,0,21,6,2,1,1,0,0,0,7,0,1729,34,54,83,224,4,11,0,229,116,0,0,0,0,0,0,0,0,4,0,0,0,46,12,0,0,0,0,1,0,0,158,158,0,76,0,0,1,6,1,6
Frenkie de Jong,BAR,LIGA,M,37,3159,35,2,6,5,0,0,3,4,0,4,0,17,6,38,7,1,49,9,44,1,4,44,27,25,44,2560,2785,0,40,215,58,185,0,2,13,5,3,4,1,0,0,0,25,0,3192,93,735,107,1580,3,64,0,319,224,0,0,0,0,0,0,1,1,10,0,0,0,35,11,0,0,0,0,1,0,0,26,26,0,77,1,0,4,6,3,67
Illan Meslier,LEE,EPL,G,35,3150,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8,833,1080,0,20,337,0,24,2,6,0,0,0,0,0,0,0,0,1,1,1598,0,4,4,26,0,2,0,263,30,0,0,0,0,0,0,0,0,0,0,0,0,52,11,140,86,52,11,1,9,1,41,41,24,167,0,0,0,0,0,0
David Garcia,OSA,LIGA,D,35,3150,35,0,0,8,0,0,1,0,0,0,0,13,2,59,1,0,5,1,5,0,19,26,17,45,23,985,1370,0,161,175,2,209,0,0,12,2,1,1,0,0,0,0,4,1,1770,24,112,117,373,1,24,0,401,233,0,0,0,0,0,0,0,0,3,0,0,0,41,11,0,0,0,0,1,0,0,170,170,0,138,0,0,1,3,0,2
Gautier Larsonneur,BRE,FRAN,G,35,3150,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,830,1076,0,7,295,1,14,1,2,0,0,0,0,0,0,0,0,0,0,1438,0,38,1,130,0,9,0,256,130,0,0,0,0,0,0,0,0,0,0,0,0,62,6,112,68,41,5,1,10,1,28,28,12,230,0,0,0,0,0,1
Lukasz Fabianski,WHU,EPL,G,35,3150,35,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,470,856,0,3,309,0,6,1,2,0,0,0,0,0,0,0,0,0,0,1185,0,31,1,178,0,5,0,394,179,0,0,0,0,0,0,0,0,0,0,0,0,44,10,103,56,42,4,1,5,1,21,21,9,263,0,0,0,0,0,0
Juan Musso,UDI,SERI,G,35,3148,35,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,4,599,842,0,8,297,1,14,1,0,0,0,0,0,0,0,0,0,0,0,1170,1,16,4,117,0,2,0,248,118,0,0,0,0,0,0,0,0,0,0,0,0,51,8,98,52,46,1,4,13,0,12,12,4,194,0,0,0,0,0,1
Nayef Aguerd,REN,FRAN,D,35,3148,35,0,1,6,0,0,3,1,0,0,1,28,7,47,1,0,5,1,4,0,22,37,30,22,29,2448,2709,0,123,197,9,196,0,0,27,7,3,1,0,0,0,0,10,0,3078,38,154,116,855,2,10,0,287,412,0,0,0,0,0,0,0,0,3,0,0,0,36,9,0,0,0,0,1,0,0,100,100,0,130,0,1,2,4,2,11
Romain Perraud,BRE,FRAN,M/D,36,3141,35,1,1,4,0,0,3,7,0,7,0,45,12,44,131,38,37,5,29,1,3,60,34,47,53,1237,1548,37,27,203,31,168,0,0,19,7,2,26,5,1,0,0,18,0,2523,44,313,140,620,13,144,0,530,110,0,0,0,0,0,0,5,1,25,6,1,0,56,7,0,0,0,0,1,0,0,63,63,0,81,0,0,2,3,0,48
Bernd Leno,ARS,EPL,G,35,3132,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,766,997,0,11,269,0,15,1,1,0,0,0,0,0,0,0,0,1,1,1326,1,7,2,59,0,5,0,235,60,0,0,0,0,0,0,0,0,0,0,0,0,37,11,86,52,32,11,0,2,1,23,23,12,111,0,0,0,0,0,0
Cheikhou Kouyate,CRY,EPL,M/D,36,3123,35,1,2,4,0,0,1,0,0,0,0,7,2,32,3,1,8,1,8,0,26,58,37,36,15,988,1279,1,83,177,10,165,0,2,6,2,1,1,0,0,0,0,8,0,1676,24,67,118,230,2,13,0,322,107,0,0,0,0,0,0,0,0,2,0,0,0,56,8,0,0,0,0,0,0,0,123,123,0,89,0,0,0,1,1,12
Marko Dmitrovic,EIB,LIGA,G,35,3121,35,0,1,0,0,0,1,0,0,0,0,3,2,0,0,0,4,1,3,1,0,4,3,0,4,487,971,0,10,307,1,18,0,2,2,2,1,1,0,0,0,0,0,0,1211,2,154,2,280,0,36,0,487,281,2,1,0,1,0,0,0,0,1,0,0,0,49,9,81,52,28,18,0,5,1,22,22,6,313,0,0,0,1,1,1
Raul Albiol,VIL,LIGA,D,35,3119,35,0,4,7,0,0,0,0,0,0,0,8,1,22,6,2,4,1,4,0,22,22,15,13,16,1822,2051,2,67,175,4,107,1,1,6,1,0,2,0,0,0,0,6,0,2373,12,121,68,522,7,16,1,255,281,0,0,0,0,0,0,0,0,1,0,0,0,42,9,0,0,0,0,0,0,0,139,139,0,139,0,0,1,2,0,6
Yves Bissouma,BHA,EPL,M,36,3111,35,1,4,8,0,1,1,0,0,0,0,42,3,64,7,1,16,1,16,0,6,104,68,55,32,1472,1685,1,38,271,53,227,0,0,7,0,0,35,3,1,0,0,29,0,2252,12,337,157,778,3,51,0,311,121,0,0,0,0,0,0,0,0,6,2,0,0,42,9,0,0,0,0,0,0,0,64,64,0,75,0,0,0,0,0,73
Bruno Fernandes,MUN,EPL,F/M,37,3105,35,2,12,6,0,0,18,12,2,12,0,121,51,26,166,41,95,20,65,18,0,57,30,43,52,1654,2112,15,16,162,23,147,0,0,48,27,17,73,24,1,0,0,37,0,2849,124,753,217,1221,2,302,0,723,85,10,9,0,1,23,4,59,50,34,16,3,0,36,9,0,0,0,0,1,0,0,27,27,0,142,7,0,3,8,12,45
Harry Kane,TOT,EPL,F,35,3085,35,0,5,1,0,0,23,14,2,12,2,137,53,11,38,7,49,14,34,1,11,22,12,26,60,635,908,7,76,89,52,209,0,0,84,40,19,53,13,4,0,0,54,0,1561,172,290,257,469,1,93,1,486,43,4,4,0,0,0,0,0,0,34,14,1,0,39,11,0,0,0,0,0,0,0,39,39,0,65,2,0,13,13,17,100
Renaud Ripart,NIM,FRAN,F/M,38,3063,35,3,10,3,0,0,11,0,0,0,0,68,26,36,62,8,18,3,17,1,12,52,30,29,63,733,1054,7,74,164,28,215,0,0,47,20,11,21,6,0,0,0,51,0,1818,84,210,257,398,7,85,0,569,68,7,6,0,1,5,1,1,1,25,0,0,0,62,8,0,0,0,0,0,0,0,46,46,0,42,2,0,5,2,10,72
John Boye,MET,FRAN,D,35,3047,35,0,4,4,1,2,1,2,0,2,0,13,2,79,0,0,7,0,5,0,20,58,34,32,20,1023,1236,0,58,170,3,138,0,1,13,2,1,0,0,0,0,0,3,1,1669,17,35,108,209,9,11,0,234,132,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,1,0,0,138,138,0,87,0,0,2,3,1,4
Randal Kolo Muani,NAN,FRAN,F/M,37,3038,35,2,16,3,0,0,9,4,0,4,0,60,26,8,18,2,38,11,34,0,2,22,14,63,73,399,593,2,79,116,50,223,0,0,48,23,9,12,3,0,0,4,59,0,1195,179,172,328,285,0,29,0,456,11,0,0,0,0,0,0,0,0,31,0,0,0,48,2,0,0,0,0,0,0,0,26,26,0,8,2,0,23,6,7,103
Daniel Wass,VAL,LIGA,M/D,35,2990,35,0,14,8,0,0,4,1,1,1,0,38,12,47,67,10,38,2,33,4,13,52,31,36,33,1126,1445,7,60,160,9,153,0,0,10,4,3,28,8,1,0,0,13,0,2017,37,304,139,607,6,98,1,438,122,1,1,0,0,5,1,10,8,11,9,3,1,46,4,0,0,0,0,0,0,0,63,63,0,70,1,0,7,1,2,17
Razvan Marin,CAG,SERI,M,37,2976,35,2,17,6,0,0,3,6,0,2,4,27,10,29,161,50,69,2,28,35,10,54,33,49,23,1330,1520,8,10,186,34,121,0,0,8,2,1,19,8,2,0,0,25,0,2103,36,357,155,762,0,217,0,425,125,0,0,0,0,30,6,119,101,18,1,0,0,53,1,0,0,0,0,0,0,0,15,15,0,87,1,0,2,2,1,73
Boulaye Dia,SR,FRAN,F,36,2946,35,1,19,2,0,0,14,1,0,1,0,63,27,12,14,2,29,2,28,0,5,23,12,31,36,486,604,2,31,109,46,136,0,1,53,25,14,10,2,0,1,0,53,0,1100,140,188,229,320,0,30,0,318,24,5,5,0,0,0,0,0,0,22,0,0,0,39,4,0,0,0,0,0,0,0,37,37,0,24,0,0,14,5,12,83
Leo Dubois,OL,FRAN,D,37,2916,35,2,18,3,0,0,2,4,0,2,2,20,3,31,212,63,67,7,36,27,9,38,26,21,32,1450,1746,24,37,184,30,132,0,2,8,2,2,12,1,0,1,1,15,0,2682,70,441,98,863,19,263,0,585,124,0,0,0,0,29,11,90,60,22,0,0,0,33,5,0,0,0,0,1,0,0,50,50,0,71,0,0,2,1,0,53
Boubacar Kamara,OM,FRAN,M/D,35,2905,35,0,11,6,0,0,0,2,0,2,0,19,7,34,3,0,25,2,23,0,13,88,51,49,55,1759,2029,0,65,211,34,240,0,0,4,1,0,15,6,0,0,0,25,0,2513,26,312,168,798,4,37,0,364,190,0,0,0,0,0,0,0,0,7,0,0,0,38,6,0,0,0,0,0,0,0,47,47,0,105,0,0,0,0,0,54
Benjamin Andre,LIL,FRAN,M,35,2900,35,0,18,10,0,0,0,1,0,1,0,20,7,76,14,4,22,1,21,0,10,114,68,70,53,1696,2018,4,93,276,29,280,0,0,16,6,0,4,1,0,0,0,40,0,2596,40,393,275,942,6,31,1,432,163,0,0,0,0,0,0,0,0,9,0,0,0,17,10,0,0,0,0,0,0,0,43,43,0,79,0,0,0,0,0,44
Youssouf Fofana,ASM,FRAN,M,35,2882,35,0,10,8,1,1,0,3,0,2,1,36,4,34,37,15,28,3,19,6,7,90,51,47,33,1418,1658,8,20,236,32,174,1,1,6,1,0,30,3,0,0,0,26,0,2146,12,286,157,691,0,84,0,370,130,0,0,0,0,2,1,16,15,10,1,0,0,32,10,0,0,0,0,1,0,0,14,14,0,99,1,0,0,1,0,61
Nolito,CEL,LIGA,M,36,2626,35,1,31,7,0,0,7,5,0,5,0,55,23,22,47,9,35,8,23,7,2,70,36,49,41,708,938,3,13,174,30,152,0,0,40,17,7,15,6,0,0,0,31,0,1444,81,270,201,443,1,117,0,387,50,0,0,0,0,12,1,25,18,14,3,3,0,38,1,0,0,0,0,2,0,0,18,18,0,43,8,0,10,8,3,55
Danilo,BOL,SERI,D,35,3131,34,1,0,8,0,0,0,1,0,0,1,16,2,51,2,0,9,3,8,0,36,33,24,38,15,1409,1747,0,80,168,2,129,1,1,15,2,0,1,0,0,0,0,0,0,2119,21,102,131,424,11,28,1,363,264,0,0,0,0,0,0,0,0,4,0,0,0,58,5,0,0,0,0,2,0,0,116,116,0,177,2,0,1,1,0,3
Mohamed Salah,LIV,EPL,F,37,3079,34,3,7,0,0,0,22,5,1,4,1,126,52,1,29,7,57,12,49,1,0,18,9,22,22,1057,1263,7,18,93,36,94,1,0,98,45,20,28,7,2,0,0,82,0,1842,312,567,203,856,0,126,0,497,24,6,6,0,0,0,0,0,0,31,1,1,0,41,8,0,0,0,0,0,0,0,10,10,0,23,5,0,13,19,14,84
Dimitrios Siovas,HUE,LIGA,D,36,3072,34,2,3,5,0,0,2,0,0,0,0,29,8,62,7,1,6,0,6,0,17,46,24,40,9,1502,1852,1,121,161,9,184,1,1,27,7,2,2,1,0,0,0,2,0,2253,61,102,110,336,5,24,1,383,186,0,0,0,0,0,0,0,0,2,0,0,0,49,7,0,0,0,0,0,0,0,120,120,0,107,0,0,1,2,1,10
Dwight McNeil,BRN,EPL,F/M,36,3071,34,2,4,1,0,0,2,5,0,2,3,26,9,32,242,52,48,8,21,22,6,47,24,11,40,873,1105,26,19,216,63,168,0,1,9,4,0,17,5,2,0,0,62,0,1884,40,269,177,584,14,263,0,605,44,0,0,0,0,28,10,73,70,30,1,1,0,50,10,0,0,0,0,0,0,0,18,18,0,66,1,0,2,0,0,103
Javi Galan,HUE,LIGA,D,37,3068,34,3,5,5,0,0,1,2,1,2,0,9,1,39,156,48,42,6,36,4,4,88,54,61,97,1052,1311,41,15,224,121,321,0,0,2,1,1,7,0,0,1,0,39,0,2475,22,244,181,548,11,171,0,554,110,0,0,0,0,6,1,23,19,20,0,0,0,47,7,0,0,0,0,0,0,0,50,50,0,68,0,0,5,0,0,151
Rafal Gikiewicz,FCA,BUND,G,34,3060,34,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,753,1170,0,11,364,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1594,0,34,4,152,0,11,0,426,152,0,0,0,0,0,0,0,0,0,0,0,0,54,7,129,91,36,10,0,9,1,20,20,11,244,0,0,0,0,0,1
Stefan Ortega,DSC,BUND,G,34,3060,34,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5,1,4,0,0,2,1,0,2,1289,1827,0,7,394,1,13,1,2,0,0,0,0,0,0,0,0,0,0,2141,0,155,4,343,0,40,0,554,346,0,0,0,0,0,0,0,0,0,0,0,0,52,11,120,86,33,12,0,6,1,20,20,8,502,1,0,0,0,0,1
Matthias Ginter,BMG,BUND,D,34,3060,34,0,0,2,0,0,2,1,0,1,0,23,8,51,26,4,10,3,9,0,32,26,16,9,35,1988,2344,4,93,185,10,161,0,0,21,7,2,2,1,0,0,0,4,0,2760,40,231,75,617,2,60,4,395,274,0,0,0,0,0,0,0,0,7,0,0,0,56,7,0,0,0,0,0,0,0,119,119,0,136,1,1,1,0,1,11
Alessio Cragno,CAG,SERI,G,34,3060,34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,533,823,0,10,248,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1147,0,21,3,129,0,0,0,294,129,0,0,0,0,0,0,0,0,0,0,0,0,53,6,130,88,41,2,2,5,0,23,23,13,213,0,0,0,0,0,0
Marco Silvestri,VER,SERI,G,34,3060,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,377,917,0,9,250,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1142,0,33,5,176,0,2,0,544,176,0,0,0,0,0,0,0,0,0,0,0,0,42,7,93,56,35,6,2,7,0,29,29,14,221,0,0,0,0,0,0
Matthew Lowton,BRN,EPL,D,34,3060,34,0,0,5,0,0,1,1,0,1,0,21,4,56,84,12,26,7,25,0,13,54,32,19,13,821,1194,12,34,196,27,127,0,1,3,1,1,18,3,0,0,0,10,0,1957,21,262,106,483,12,159,1,554,118,0,0,0,0,1,0,0,0,15,0,0,0,47,10,0,0,0,0,0,0,0,79,79,0,108,2,0,0,0,1,40
Christian Gunter,SCF,BUND,M/D,34,3060,34,0,0,2,0,0,3,3,1,3,0,26,7,29,213,66,68,6,46,19,9,34,19,31,18,847,1122,44,14,131,16,82,0,0,9,1,1,17,6,2,0,0,14,0,1966,53,261,107,545,8,215,0,532,86,0,0,0,0,29,7,56,47,21,1,0,0,52,6,0,0,0,0,0,0,0,32,32,0,61,0,1,2,0,0,35
Marvin Friedrich,FCU,BUND,D,34,3060,34,0,0,1,0,0,5,2,0,2,0,25,6,52,13,3,15,3,13,0,18,47,29,25,22,1435,1801,3,90,204,12,169,0,0,22,6,5,3,0,0,0,0,6,0,2230,46,161,111,458,10,26,0,419,243,0,0,0,0,0,0,0,0,2,0,0,0,43,7,0,0,0,0,1,0,0,99,99,0,149,1,1,2,2,1,15
Aaron Wan-Bissaka,MUN,EPL,D,34,3060,34,0,0,3,0,0,2,4,0,4,0,7,4,62,60,13,31,2,27,0,17,88,54,31,14,1534,1806,13,38,182,34,174,0,2,5,4,2,2,0,0,0,0,21,0,2657,36,443,126,832,23,77,0,425,106,0,0,0,0,0,0,0,0,15,0,0,0,36,13,0,0,0,0,0,0,0,61,61,0,27,0,1,1,0,1,60
Jiri Pavlenka,SVW,BUND,G,34,3060,34,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,3,687,976,0,10,268,1,15,3,1,0,0,0,0,0,0,0,0,0,0,1315,1,36,2,148,0,4,0,295,149,0,0,0,0,0,0,0,0,0,0,0,0,57,6,106,71,32,6,1,6,2,30,30,13,244,0,0,0,0,0,1
Alexandre Oukidja,MET,FRAN,G,34,3058,34,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,9,507,854,0,17,331,3,28,1,2,0,0,0,0,0,0,0,0,0,0,1227,0,33,6,147,0,5,0,364,147,0,0,0,0,0,0,0,0,2,0,0,0,38,8,90,57,33,22,1,10,1,32,32,15,258,0,0,0,0,0,3
Vladimir Coufal,WHU,EPL,D,34,3055,34,0,1,3,0,0,0,7,2,7,0,15,5,41,132,34,45,9,32,6,7,73,36,29,34,911,1279,29,53,169,15,172,0,1,10,4,0,5,1,0,1,0,16,0,2190,43,264,131,551,12,178,0,613,103,0,0,0,0,9,5,0,0,23,0,0,0,43,9,0,0,0,0,0,0,0,90,90,0,35,0,0,0,2,0,24
Harry Maguire,MUN,EPL,D,34,3048,34,0,1,11,0,0,2,1,0,1,0,36,10,60,3,1,7,0,6,0,23,29,17,40,31,1944,2227,1,135,199,8,203,1,3,33,9,2,3,1,0,0,0,6,0,2626,53,276,105,700,0,21,0,315,251,0,0,0,0,0,0,0,0,4,0,0,0,36,13,0,0,0,0,0,0,0,122,122,0,152,0,0,1,0,0,14
Robin Knoche,FCU,BUND,D,34,3043,34,0,1,4,0,0,1,0,0,0,0,12,5,49,0,0,4,0,4,0,27,44,29,36,13,1756,2084,0,70,243,8,134,1,1,12,5,1,0,0,0,0,0,7,0,2462,21,103,132,413,4,18,1,362,265,0,0,0,0,0,0,0,0,1,0,0,0,42,7,0,0,0,0,1,0,0,114,114,0,160,0,0,5,1,0,12
Nikola Milenkovic,FIO,SERI,D,34,3036,34,0,1,7,0,1,3,1,0,1,0,21,10,44,6,0,7,1,6,0,33,49,29,56,16,1363,1584,0,101,148,8,174,0,1,17,9,3,4,1,0,0,0,4,0,2054,29,194,105,508,1,13,0,271,183,0,0,0,0,0,0,0,0,6,0,0,0,52,8,0,0,0,0,1,0,0,121,121,0,84,0,0,0,3,3,11
Trent Alexander-Arnold,LIV,EPL,D,36,3033,34,2,4,2,0,0,2,7,1,5,2,55,12,49,297,67,77,14,44,26,3,56,33,21,9,1890,2381,37,8,258,32,105,1,2,13,7,1,42,5,1,0,0,22,0,3416,83,587,115,1199,7,413,0,859,222,0,0,0,0,19,5,106,79,44,18,3,0,40,10,0,0,0,0,1,0,0,43,43,0,151,4,0,5,0,0,61
Theodor Gebre Selassie,SVW,BUND,D,34,3033,34,0,1,3,0,0,3,1,0,1,0,19,8,58,58,14,20,1,18,1,11,61,35,26,43,858,1167,14,62,129,2,168,0,1,12,7,3,7,1,0,0,0,10,0,1976,34,172,137,396,15,79,0,448,99,0,0,0,0,0,0,0,0,7,0,0,0,56,6,0,0,0,0,0,0,0,83,83,0,58,0,0,6,0,2,9
Joselu,ALA,LIGA,F,37,3032,34,3,14,1,0,0,11,3,0,3,0,93,33,15,26,5,30,5,27,0,3,27,14,43,74,594,1013,5,257,118,28,378,0,1,70,29,8,23,4,3,1,0,36,0,1603,147,220,228,414,2,70,0,605,30,4,2,0,2,0,0,1,0,23,4,2,2,50,5,0,0,0,0,0,0,0,56,56,0,34,0,0,14,13,6,55
Jordi Alba,BAR,LIGA,D,35,3030,34,1,6,9,0,0,3,5,0,5,0,27,10,49,119,24,53,13,46,1,2,45,30,20,15,2232,2569,23,4,218,17,81,0,0,14,7,3,13,3,0,1,0,14,1,3273,119,842,81,1502,16,197,0,518,130,0,0,0,0,1,1,3,0,34,1,0,0,34,10,0,0,0,0,0,0,0,32,32,0,62,0,0,10,1,1,32
Romain Thomas,SCO,FRAN,D,34,3026,34,0,1,4,1,1,4,0,0,0,0,14,6,51,0,0,3,0,3,0,20,46,24,35,20,1419,1676,0,99,186,2,165,0,0,13,5,3,1,1,1,0,0,5,0,2050,22,63,108,358,9,15,0,277,266,0,0,0,0,0,0,0,0,3,0,0,0,45,8,0,0,0,0,1,0,0,129,129,0,167,0,0,3,2,1,3
Koke,ATM,LIGA,M,37,3025,34,3,7,9,0,0,1,2,0,1,1,17,7,36,52,17,38,4,28,8,6,64,42,45,44,2155,2413,3,26,222,26,160,0,0,6,4,1,11,3,0,0,0,33,0,2890,30,541,177,1234,4,118,0,389,204,0,0,0,0,4,2,43,32,10,0,0,0,22,12,0,0,0,0,0,0,0,36,36,0,124,3,0,0,2,1,36
Florian Lejeune,ALA,LIGA,D,34,3015,34,0,1,10,0,0,1,1,0,0,1,23,6,51,7,0,7,1,4,2,24,43,32,33,17,1127,1463,0,97,160,10,166,0,1,14,5,1,9,1,0,0,0,2,0,1865,34,87,102,331,4,39,7,365,232,0,0,0,0,1,0,0,0,9,5,1,0,53,8,0,0,0,0,1,0,0,145,145,0,153,0,0,2,1,1,13
Timo Horn,KOE,BUND,G,34,3010,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,879,1211,0,4,285,2,7,1,1,0,0,0,0,0,0,0,0,0,0,1475,0,38,4,170,0,5,0,342,170,0,0,0,0,0,0,0,0,1,0,0,0,59,5,97,66,30,7,0,8,1,17,17,6,309,0,0,0,0,0,2
Hamari Traore,REN,FRAN,D,35,3003,34,1,4,4,0,0,1,1,0,1,0,23,5,76,133,23,36,4,34,0,5,56,38,40,24,1699,1976,23,39,204,23,141,0,0,13,5,1,10,0,0,0,1,9,0,2833,44,437,149,912,13,168,0,489,186,0,0,0,0,0,0,1,0,27,0,0,0,35,10,0,0,0,0,1,0,0,37,37,0,80,0,1,2,1,0,33
Ismael Traore,SCO,FRAN,D,34,2994,34,0,1,3,0,0,3,3,0,3,0,13,5,40,4,1,9,1,6,0,13,32,14,21,11,1457,1733,1,37,214,14,93,0,0,13,5,3,0,0,0,0,0,2,0,2065,28,116,80,409,4,25,0,309,232,0,0,0,0,0,0,0,0,1,0,0,0,51,7,0,0,0,0,0,0,0,102,102,0,87,1,0,0,0,2,16
Philipp Lienhart,SCF,BUND,D,34,2993,34,0,2,4,0,0,4,0,0,0,0,10,4,42,3,1,5,0,5,0,21,21,13,16,35,1646,1937,1,59,169,4,119,0,0,10,4,4,0,0,0,0,0,2,0,2245,15,95,74,316,7,23,0,313,193,0,0,0,0,0,0,0,0,2,0,0,0,51,6,0,0,0,0,0,0,0,93,93,0,142,0,0,3,1,3,7
Emerson,BET,LIGA,M/D,34,2992,34,0,1,9,0,1,1,4,0,2,2,11,3,61,90,22,33,5,28,1,6,91,52,57,73,1243,1529,22,60,165,24,246,0,2,8,3,1,3,0,0,0,1,34,1,2527,83,409,182,747,16,107,0,520,117,0,0,0,0,0,0,0,0,20,0,0,0,39,12,0,0,0,0,1,0,0,87,87,0,41,0,0,3,1,1,47
Jonathan Bamba,LIL,FRAN,M,38,2992,34,4,13,2,0,0,6,9,2,7,2,60,20,24,146,40,64,5,34,21,2,45,23,27,67,1213,1466,10,17,238,52,179,0,0,16,3,2,44,17,4,0,1,72,0,2279,76,408,251,872,2,210,0,609,52,0,0,0,0,14,4,75,73,21,1,0,0,19,13,0,0,0,0,0,0,0,13,13,0,48,1,0,3,2,2,120
Nelson Semedo,WOL,EPL,M,34,2988,34,0,5,5,0,0,1,1,0,0,1,23,11,41,75,17,21,0,17,3,10,85,48,41,35,1270,1567,12,41,179,62,223,1,1,9,6,1,14,5,0,0,0,27,1,2533,47,371,182,763,8,73,0,519,95,0,0,0,0,4,3,4,3,21,0,0,0,45,8,0,0,0,0,1,0,0,70,70,0,54,1,1,2,1,0,103
Ludovic Ajorque,STR,FRAN,F,35,2972,34,1,6,5,0,0,16,4,0,4,0,71,36,11,27,5,36,4,32,0,5,30,18,38,46,612,896,5,166,67,10,252,0,0,59,34,16,12,2,0,0,0,31,0,1336,163,209,236,386,0,56,0,428,20,5,4,0,1,0,0,0,0,18,0,0,0,49,7,0,0,0,0,0,0,0,54,54,0,41,0,0,12,11,15,23
Hassane Kamara,NIC,FRAN,M/D,36,2966,34,2,7,3,0,0,2,1,0,1,0,27,4,56,112,21,28,3,27,0,12,65,39,22,31,1349,1592,21,36,178,36,168,0,1,11,2,1,16,2,1,0,0,23,0,2427,47,278,129,633,14,124,0,476,114,0,0,0,0,0,0,1,1,28,0,0,0,41,7,0,0,0,0,0,0,0,48,48,0,69,0,0,1,1,1,61
Georginio Wijnaldum,LIV,EPL,M,38,2947,34,4,10,1,0,0,2,0,0,0,0,31,9,26,6,1,21,1,21,0,3,23,7,15,24,1629,1757,1,39,198,34,120,0,1,16,4,1,15,5,1,0,0,27,0,2091,44,430,117,1026,1,29,0,218,123,0,0,0,0,0,0,0,0,4,1,0,0,39,5,0,0,0,0,0,0,0,17,17,0,46,1,0,0,1,1,51
Djene Dakonam,GET,LIGA,D,34,2945,34,0,2,6,1,2,0,1,0,1,0,2,0,42,10,1,6,0,5,0,11,61,39,35,36,737,1006,1,70,236,13,177,0,0,2,0,0,0,0,0,0,1,12,0,1404,9,87,94,269,1,27,2,319,134,0,0,0,0,0,0,0,0,1,0,0,0,35,12,0,0,0,0,2,0,0,95,95,0,86,0,0,1,0,0,15
